pretty_formula,material_id,band_gap
IrBr3,mp-27397,1.5604000000000002
Os4C13(SO6)2,mp-662796,1.8984999999999999
WO3,mp-1244906,1.9432
Mg2SnO4,mp-973261,1.9033999999999995
InSeI,mp-505357,1.5132
K3AgO2,mp-572510,1.8095999999999999
AgPO3,mp-18702,1.9166
CaC2,mp-1009653,1.7072000000000003
NbBr5,mp-568245,1.5937
Al2CO,mp-1228951,1.7595999999999998
RbCu2Br3,mp-567644,1.6395000000000002
Cs2Se,mp-569272,1.7441
Ga7(Fe3O8)3,mp-767269,1.7148000000000003
FeSNO,mp-622785,1.5851000000000002
Mn2O7,mp-28338,1.8058000000000003
Na3Zn2(WO4)3,mp-1210410,1.8464999999999998
FeBiO3,mp-551451,1.6259000000000001
Na3InSi3Sn3(SO8)3,mp-2716373,1.8475000000000001
ZnS,mp-582680,1.9845000000000002
LiNbFeO4,mp-1306620,1.907
MgAl6O10,mp-532405,1.9142000000000001
K3Np(H3O4)2,mp-1194761,1.543
LiMo(PO3)5,mp-695791,1.6246
CaFe4(PO4)4,mp-1234291,1.6928
Na2Mg2Fe2Se3(SO8)3,mp-1221456,1.8222999999999998
FePH5CO8,mp-1182614,1.7522
SF4,mp-33107,1.5231
Fe2OF3,mp-1280834,1.6619
Na15Ta5Zn7Si9(SO8)9,mp-2713491,1.7800999999999998
Cs3Mo2N5,mp-1247239,1.5542
SrCaNbFeO6,mp-1519250,1.7541000000000002
MgBiWO5,mp-1044356,1.6053000000000002
Li2Mn(PO3)5,mp-705355,1.5914000000000001
Li5MnO3F,mp-759909,1.8801999999999999
InHO2,mp-504535,1.7764000000000002
Fe2O3,mp-715276,1.5103
Zn3Ge3(BiO6)2,mp-1332100,1.7341000000000002
LiFe2(BO3)2,mp-764465,1.6068999999999998
Na4SnO3,mp-28261,1.8842
CsPS3,mp-504838,1.9062000000000001
MgBiMoO5,mp-1042627,1.5255999999999998
AlTlSe2,mp-863762,1.7889999999999997
P3Se4I,mp-28393,1.6437000000000002
Na5FeO4,mp-760318,1.7893
WSeS,mp-1216174,1.5081000000000002
GaHO2,mp-625621,1.9112000000000005
Na6Ta3In5Si6(SO8)6,mp-2716329,1.9993
K2TlRhF6,mp-1111368,1.9609
RbMgNbO3,mp-2227220,1.5879000000000003
LiB,mp-1001831,1.7264999999999997
Al2Zn2S5,mp-1096793,1.5385999999999997
LiAg(CO2)2,mp-985575,1.6986999999999997
Mo3S7Cl4,mp-640341,1.5264000000000002
Zn2FeWO6,mp-1047414,1.992
Fe4P3(HO5)3,mp-24470,1.6644999999999999
Li3Fe8(BO3)8,mp-760324,1.5066000000000002
B,mp-1193675,1.5133
S3(NO)2,mp-3496,1.6974
Na3MoCl6,mp-1106352,1.7232
Nb3AgO8,mp-16837,1.5603000000000002
Li2SiSnS4,mp-1021497,1.9189000000000003
Li5MnF8,mp-756629,1.7564
S2Xe(O3F)2,mp-1194972,1.9407999999999999
SnI2,mp-27194,1.7061000000000002
K2RuBr5NO,mp-560144,1.6301
Rb4Mg(Se2O7)2,mp-1233109,1.5472
Na10Zn3Ge5(PO4)12,mp-2716343,1.5790000000000002
LiMnF5,mp-767597,1.5698
Na8Ca2Nb2Si5SO24,mp-2716171,1.8602999999999998
Na2Fe3(PO4)3,mp-1195335,1.6381000000000001
ReSeCl,mp-676712,1.5368
Fe3P2H3O11,mp-540712,1.6678
LiInSe2,mp-20310,1.6234
ZnSi(AgS2)2,mp-1189914,1.6859000000000006
Al3BC3,mp-1214836,1.7548000000000004
Sr2IN,mp-569677,1.7923
Si(PbSe2)2,mp-27532,1.8131000000000004
Cs2O,mp-755573,1.6506000000000003
Sr12Al14O33,mp-1094063,1.5899999999999999
MgFe4(HO2)4,mp-2229168,1.7968000000000002
Ta2Tl3Cu3S8,mp-554994,1.8183000000000002
Ta10Zn2Si9(SO8)9,mp-2713771,1.5901
S2NO9,mp-1179633,1.5747
Mg2Sn3O8,mp-1042442,1.9335000000000004
H4N2O3,mp-1181430,1.6042
Sr9Zn4(CuO7)2,mp-555609,1.7851
MgFe4(OF)4,mp-2218331,1.5292
Sr8MgP4(IO4)4,mp-1233937,1.6881
LiMnF4,mp-755191,1.5192
NaSr4(BN2)3,mp-10811,1.9666000000000001
GaCuI4,mp-29403,1.6966999999999999
